true_class,true_cls_nm,pred_set,set_size,covered,is_multi,global_idx,pairing_group,entropy,confidence,loc_score
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8580,DRUSEN_NORMAL,0.6047981,0.7225529,0.7071508169174194
2,DRUSEN,['DRUSEN'],1,1,0,8583,Singleton,0.26419932,0.92595994,0.6444936394691467
2,DRUSEN,['DRUSEN'],1,1,0,8586,Singleton,0.40427735,0.8710497,0.4892396926879883
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8593,CNV_DRUSEN,0.61396444,0.7169607,0.4365968108177185
2,DRUSEN,['DRUSEN'],1,1,0,8594,Singleton,0.09695,0.98158884,0.7140389084815979
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8595,CNV_DRUSEN,0.57266885,0.74484146,0.6182901263237
2,DRUSEN,['DRUSEN'],1,1,0,8598,Singleton,0.33833593,0.895689,0.7462188005447388
2,DRUSEN,['DRUSEN'],1,1,0,8599,Singleton,0.12551858,0.97295946,0.7679781317710876
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8600,CNV_DRUSEN,0.67771405,0.6047582,0.7157999873161316
2,DRUSEN,"['DRUSEN', 'NORMAL']",2,1,1,8603,DRUSEN_NORMAL,0.60927904,0.72936285,0.5182076692581177
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8608,CNV_DRUSEN,0.58630264,0.7366341,0.7625764608383179
2,DRUSEN,['DRUSEN'],1,1,0,8610,Singleton,0.44545805,0.8383297,0.6803098320960999
2,DRUSEN,['DRUSEN'],1,1,0,8611,Singleton,0.20994748,0.94616145,0.6389195322990417
2,DRUSEN,['DRUSEN'],1,1,0,8614,Singleton,0.44442275,0.84107786,0.5069026947021484
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8616,CNV_DRUSEN,0.56490415,0.76110667,0.6882315874099731
2,DRUSEN,"['DME', 'NORMAL']",2,0,1,8622,Other,0.910825,0.59363824,0.14607681334018707
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8624,CNV_DRUSEN,0.72006184,0.53130174,0.6887037754058838
2,DRUSEN,['DRUSEN'],1,1,0,8627,Singleton,0.08475557,0.9837771,0.6935870051383972
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8628,CNV_DRUSEN,0.5427465,0.76937467,0.6588056683540344
2,DRUSEN,['DRUSEN'],1,1,0,8631,Singleton,0.4794292,0.8280417,0.743164598941803
2,DRUSEN,['DRUSEN'],1,1,0,8633,Singleton,0.44075942,0.8650035,0.5834583044052124
2,DRUSEN,['DRUSEN'],1,1,0,8634,Singleton,0.3309755,0.89934874,0.7798281311988831
2,DRUSEN,['DRUSEN'],1,1,0,8635,Singleton,0.45497915,0.83242625,0.6933037638664246
2,DRUSEN,['DRUSEN'],1,1,0,8636,Singleton,0.40465534,0.888757,0.5934497714042664
2,DRUSEN,['DRUSEN'],1,1,0,8637,Singleton,0.23903114,0.93687814,0.663786768913269
2,DRUSEN,['DRUSEN'],1,1,0,8644,Singleton,0.091433644,0.9837581,0.7404117584228516
2,DRUSEN,['DRUSEN'],1,1,0,8645,Singleton,0.40290418,0.861496,0.6308735013008118
2,DRUSEN,['DRUSEN'],1,1,0,8646,Singleton,0.34669173,0.8912479,0.5886960625648499
2,DRUSEN,['DRUSEN'],1,1,0,8648,Singleton,0.39098126,0.86813027,0.6020324230194092
2,DRUSEN,['DRUSEN'],1,1,0,8649,Singleton,0.1423876,0.97362226,0.5633328557014465
2,DRUSEN,"['CNV', 'DRUSEN']",2,1,1,8652,CNV_DRUSEN,0.630969,0.683508,0.7123419046401978
2,DRUSEN,['DRUSEN'],1,1,0,8653,Singleton,0.36270553,0.89120656,0.39822858572006226
2,DRUSEN,['DRUSEN'],1,1,0,8658,Singleton,0.15072848,0.96635747,0.8127171397209167
2,DRUSEN,['DRUSEN'],1,1,0,8662,Singleton,0.2078984,0.9587238,0.7719663977622986
